restaurant_id,restaurant_name,city,cuisine_type,partner_type,avg_prep_time_min,is_active,avg_prep_time_est
REST03007,Tandoori Paratha Darbar,Ahmedabad,South Indian,Restaurant,16-25,False,20.5
REST07857,Delhi Tandoor Mahal,Bengaluru,South Indian,Restaurant,<=15,True,15.0
REST05015,Flavours Of Delights Delight,Bengaluru,South Indian,Restaurant,>40,True,45.0
REST09390,Tandoori Sweets Palace,Pune,Healthy,Restaurant,16-25,True,20.5
REST04115,Delhi Cafe Central,Chennai,Chinese,Restaurant,26-40,True,33.0
REST00383,Sri Kitchen Nest,Mumbai,Chinese,Restaurant,<=15,True,15.0
REST17656,Fresh Darshini Central,Chennai,Desserts,Restaurant,<=15,True,15.0
REST03016,Classic House Nest,Bengaluru,Fast Food,Restaurant,26-40,True,33.0
REST07397,Sri Express Delight,Hyderabad,South Indian,Restaurant,>40,True,45.0
REST14296,Taste Of Pizza Hub,Delhi,South Indian,Restaurant,26-40,True,33.0
REST12017,Flavours Of Paratha Adda,Chennai,Biryani,Restaurant,16-25,True,20.5
REST11236,Delhi Kitchen Zone,Chennai,Desserts,Restaurant,<=15,False,15.0
REST07220,Kolkata Biryani Clouds,Ahmedabad,South Indian,Restaurant,16-25,True,20.5
REST02486,Fresh Kitchen Heaven,Mumbai,North Indian,Restaurant,16-25,True,20.5
REST18215,Delhi Tandoor Corner,Ahmedabad,Chinese,Restaurant,26-40,False,33.0
REST16584,Delhi Biryani Heaven,Hyderabad,North Indian,Restaurant,26-40,True,33.0
REST15634,Thindi Mane Darshini Palace,Hyderabad,Fast Food,Restaurant,<=15,True,15.0
REST08306,Namma Grill Clouds,Pune,Chinese,Restaurant,16-25,True,20.5
REST01721,Punjabi Tandoor Hub,Bengaluru,Chinese,Restaurant,16-25,True,20.5
REST13186,Namma Wraps Mahal,Bengaluru,Pizza,Restaurant,16-25,True,20.5
REST10620,Spicy Express Zone,Ahmedabad,North Indian,Restaurant,26-40,True,33.0
REST04460,Delhi Sweets Stop,Kolkata,North Indian,Restaurant,16-25,True,20.5
REST09302,Bombay Curry Nest,Ahmedabad,Biryani,Restaurant,<=15,False,15.0
REST01671,Bombay Darshini Palace,Bengaluru,Desserts,Restaurant,26-40,True,33.0
REST18528,Fresh Mess Corner,Bengaluru,Pizza,Restaurant,16-25,True,20.5
REST14226,Urban Cafe Delight,Bengaluru,South Indian,Restaurant,16-25,True,20.5
REST19532,Flavours Of Grill Cafe,Ahmedabad,Pizza,Restaurant,16-25,True,20.5
REST15609,Bombay Mess Nest,Hyderabad,Pizza,Cloud Kitchen,26-40,True,33.0
REST12061,Flavours Of Tandoor Heaven,Mumbai,South Indian,Cloud Kitchen,<=15,True,15.0
REST19143,Kolkata Mess Delight,Hyderabad,Pizza,Restaurant,16-25,True,20.5
REST04599,Classic Thali Palace,Pune,Biryani,Restaurant,<=15,True,15.0
REST02966,Punjabi Wraps Central,Ahmedabad,South Indian,Restaurant,>40,True,45.0
REST18027,Annapurna Grill Bhojanalay,Hyderabad,Fast Food,Restaurant,>40,True,45.0
REST15393,Madras Grill Central,Bengaluru,North Indian,Cloud Kitchen,<=15,True,15.0
REST16376,Tandoori Sweets Stop,Mumbai,Chinese,Restaurant,<=15,True,15.0
REST08377,Annapurna Kitchen Stop,Delhi,Chinese,Cloud Kitchen,26-40,False,33.0
REST01988,Thindi Mane Delights Central,Kolkata,Biryani,Cloud Kitchen,<=15,False,15.0
REST06280,Madras Darshini Cafe,Bengaluru,Pizza,Restaurant,<=15,True,15.0
REST14687,Annapurna Express Central,Kolkata,Biryani,Restaurant,26-40,True,33.0
REST13224,Hot & Crispy Biryani Cafe,Delhi,Biryani,Restaurant,26-40,True,33.0
REST11553,Madras Wraps Clouds,Bengaluru,Pizza,Cloud Kitchen,26-40,True,33.0
REST09440,Grand Express Clouds,Ahmedabad,Chinese,Restaurant,>40,True,45.0
REST16079,Delhi Darshini Delight,Mumbai,Pizza,Cloud Kitchen,16-25,True,20.5
REST00636,Royal Kitchen Hub,Kolkata,South Indian,Cloud Kitchen,>40,True,45.0
REST09852,Royal Tandoor Mahal,Mumbai,Desserts,Cloud Kitchen,26-40,False,33.0
REST02144,Urban Pizza Clouds,Pune,Biryani,Cloud Kitchen,16-25,True,20.5
REST01470,Sri Sweets Darbar,Delhi,Fast Food,Restaurant,26-40,True,33.0
REST15220,Grand Wraps Bhojanalay,Mumbai,North Indian,Restaurant,16-25,True,20.5
REST15357,Annapurna Grill Stop,Mumbai,North Indian,Restaurant,16-25,True,20.5
REST16127,Hot & Crispy Grill Heaven,Bengaluru,Desserts,Restaurant,26-40,True,33.0
REST12735,Royal Mess Cafe,Chennai,Biryani,Restaurant,<=15,True,15.0
REST04584,Flavours Of Kitchen Central,Bengaluru,Biryani,Restaurant,16-25,True,20.5
REST10198,Classic Tandoor Clouds,Hyderabad,Chinese,Restaurant,<=15,True,15.0
REST05218,Annapurna Wraps Mahal,Chennai,North Indian,Restaurant,26-40,True,33.0
REST00163,Annapurna Paratha Mahal,Hyderabad,North Indian,Cloud Kitchen,16-25,False,20.5
REST06872,Spicy Kitchen Darbar,Bengaluru,Pizza,Restaurant,16-25,True,20.5
REST14236,Hot & Crispy Sweets Point,Bengaluru,North Indian,Cloud Kitchen,<=15,True,15.0
REST03119,Madras Grill Point,Bengaluru,Fast Food,Restaurant,26-40,True,33.0
REST03773,Grand Thali Mahal,Delhi,South Indian,Restaurant,16-25,False,20.5
REST06708,Flavours Of Kitchen Cafe,Bengaluru,Biryani,Cloud Kitchen,<=15,True,15.0
REST06097,Madras Wraps Corner,Ahmedabad,South Indian,Restaurant,26-40,True,33.0
REST09177,Sri Kitchen Mahal,Hyderabad,Fast Food,Cloud Kitchen,16-25,False,20.5
REST17521,Urban Mess Heaven,Mumbai,Biryani,Cloud Kitchen,26-40,True,33.0
REST02009,Taste Of Darshini Clouds,Ahmedabad,Healthy,Cloud Kitchen,16-25,True,20.5
REST17177,Fresh Kitchen Zone,Kolkata,Chinese,Cloud Kitchen,16-25,True,20.5
REST18391,Fresh Pizza Bhojanalay,Bengaluru,Biryani,Restaurant,<=15,True,15.0
REST01419,Royal Kitchen Palace,Delhi,North Indian,Cloud Kitchen,16-25,False,20.5
REST01662,Thindi Mane Biryani Hub,Hyderabad,South Indian,Restaurant,<=15,True,15.0
REST14493,Annapurna Tandoor Clouds,Delhi,North Indian,Restaurant,16-25,True,20.5
REST00346,Kolkata Mess Adda,Bengaluru,North Indian,Restaurant,<=15,True,15.0
REST18595,Taste Of Thali Cafe,Chennai,North Indian,Restaurant,<=15,True,15.0
REST13803,Delhi Thali Corner,Mumbai,Pizza,Restaurant,16-25,True,20.5
REST06836,Grand House Central,Chennai,Desserts,Restaurant,16-25,True,20.5
REST10217,Royal Biryani Adda,Mumbai,South Indian,Cloud Kitchen,26-40,True,33.0
REST04373,Taste Of Delights Zone,Bengaluru,Healthy,Restaurant,16-25,True,20.5
REST18515,Bombay Kitchen Clouds,Bengaluru,South Indian,Cloud Kitchen,<=15,True,15.0
REST06453,Bombay Mess Cafe,Chennai,Fast Food,Cloud Kitchen,16-25,True,20.5
REST13521,Madras Tandoor Central,Pune,North Indian,Restaurant,16-25,False,20.5
REST00167,Kolkata Wraps Heaven,Bengaluru,Biryani,Restaurant,<=15,True,15.0
REST00243,Urban House Stop,Kolkata,Chinese,Cloud Kitchen,16-25,True,20.5
REST05492,Bombay Pizza Clouds,Hyderabad,South Indian,Restaurant,>40,True,45.0
REST15497,Sri Wraps Darbar,Kolkata,Fast Food,Cloud Kitchen,<=15,True,15.0
REST00819,Urban Curry Central,Bengaluru,Pizza,Restaurant,16-25,True,20.5
REST09868,Taste Of Wraps Central,Bengaluru,Fast Food,Restaurant,<=15,True,15.0
REST11772,Spicy Delights Corner,Delhi,Chinese,Restaurant,16-25,True,20.5
REST01996,Urban Tandoor Corner,Bengaluru,Chinese,Restaurant,<=15,True,15.0
REST18338,Thindi Mane Paratha Stop,Pune,South Indian,Restaurant,26-40,True,33.0
REST13410,Urban Cafe Central,Ahmedabad,North Indian,Restaurant,16-25,True,20.5
REST10436,Spicy Cafe Zone,Chennai,Biryani,Restaurant,26-40,True,33.0
REST02463,Fresh Grill Zone,Ahmedabad,Chinese,Restaurant,<=15,True,15.0
REST06401,Fresh Wraps Darbar,Pune,Biryani,Cloud Kitchen,<=15,True,15.0
REST12367,Royal Wraps Corner,Pune,Pizza,Restaurant,16-25,True,20.5
REST05156,Delhi House Central,Ahmedabad,Pizza,Restaurant,16-25,True,20.5
REST06144,Flavours Of Darshini Zone,Bengaluru,North Indian,Restaurant,<=15,True,15.0
REST11758,Taste Of Delights Delight,Hyderabad,Chinese,Restaurant,26-40,True,33.0
REST12083,Delhi Cafe Mahal,Pune,Desserts,Cloud Kitchen,<=15,True,15.0
REST04287,Kolkata Paratha Corner,Bengaluru,North Indian,Restaurant,<=15,False,15.0
REST12423,Fresh House Stop,Pune,North Indian,Cloud Kitchen,26-40,True,33.0
REST17419,Urban Sweets Central,Chennai,Desserts,Restaurant,16-25,True,20.5
REST04390,Fresh Grill Zone,Chennai,Chinese,Cloud Kitchen,26-40,True,33.0
REST10364,Kolkata Cafe Nest,Mumbai,Fast Food,Restaurant,16-25,True,20.5
REST03817,Taste Of Express Nest,Ahmedabad,Desserts,Cloud Kitchen,26-40,True,33.0
REST01910,Taste Of Thali Delight,Pune,North Indian,Restaurant,<=15,True,15.0
REST04181,Hot & Crispy Grill Adda,Delhi,Desserts,Restaurant,16-25,False,20.5
REST04877,Fresh Paratha Cafe,Bengaluru,South Indian,Cloud Kitchen,16-25,True,20.5
REST04345,Sri Pizza Central,Chennai,North Indian,Restaurant,<=15,False,15.0
REST04688,Urban Biryani Corner,Chennai,Biryani,Cloud Kitchen,26-40,True,33.0
REST13216,Annapurna Sweets Hub,Delhi,Pizza,Restaurant,16-25,True,20.5
REST01217,Delhi Thali Delight,Kolkata,Chinese,Cloud Kitchen,<=15,True,15.0
REST19075,Delhi Sweets Point,Mumbai,Chinese,Restaurant,16-25,True,20.5
REST16803,Taste Of Curry Central,Mumbai,North Indian,Restaurant,26-40,True,33.0
REST09936,Flavours Of Curry Mahal,Hyderabad,Biryani,Restaurant,26-40,True,33.0
REST17749,Flavours Of Thali Zone,Delhi,North Indian,Restaurant,16-25,True,20.5
REST00477,Annapurna Pizza Delight,Bengaluru,Chinese,Restaurant,>40,True,45.0
REST14239,Grand House Point,Bengaluru,Chinese,Restaurant,<=15,False,15.0
REST17853,Annapurna Paratha Heaven,Bengaluru,Healthy,Restaurant,26-40,True,33.0
REST18253,Royal Tandoor Corner,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST19990,Sri Cafe Central,Pune,Biryani,Restaurant,26-40,True,33.0
REST16745,Classic Wraps Stop,Ahmedabad,Chinese,Restaurant,<=15,True,15.0
REST12781,Sri Grill Zone,Kolkata,Chinese,Restaurant,16-25,True,20.5
REST05002,Taste Of Kitchen Darbar,Hyderabad,North Indian,Cloud Kitchen,16-25,True,20.5
REST09883,Annapurna Grill Clouds,Kolkata,North Indian,Cloud Kitchen,26-40,True,33.0
REST08716,Delhi Mess Cafe,Delhi,North Indian,Cloud Kitchen,26-40,True,33.0
REST01622,Flavours Of Express Stop,Bengaluru,Biryani,Cloud Kitchen,<=15,True,15.0
REST03700,Bombay Darshini Cafe,Pune,Fast Food,Cloud Kitchen,16-25,True,20.5
REST10163,Spicy Pizza Stop,Mumbai,Fast Food,Restaurant,16-25,True,20.5
REST07733,Urban Curry Corner,Pune,Pizza,Restaurant,16-25,False,20.5
REST17978,Urban Curry Nest,Mumbai,North Indian,Restaurant,<=15,True,15.0
REST19268,Annapurna Thali Point,Chennai,Biryani,Restaurant,26-40,True,33.0
REST17084,Hot & Crispy House Adda,Chennai,North Indian,Cloud Kitchen,26-40,True,33.0
REST06054,Namma Biryani Delight,Bengaluru,South Indian,Cloud Kitchen,16-25,True,20.5
REST10609,Namma Sweets Adda,Kolkata,Desserts,Restaurant,26-40,True,33.0
REST05397,Delhi Kitchen Stop,Chennai,South Indian,Cloud Kitchen,>40,True,45.0
REST10533,Tandoori Express Corner,Mumbai,Chinese,Restaurant,<=15,True,15.0
REST13399,Urban Sweets Heaven,Ahmedabad,Desserts,Cloud Kitchen,26-40,True,33.0
REST06657,Grand Biryani Hub,Kolkata,North Indian,Restaurant,16-25,True,20.5
REST09107,Tandoori Wraps Adda,Bengaluru,Healthy,Cloud Kitchen,16-25,True,20.5
REST15313,Bombay Mess Darbar,Chennai,North Indian,Restaurant,16-25,True,20.5
REST07533,Flavours Of Darshini Corner,Bengaluru,Desserts,Restaurant,16-25,True,20.5
REST00155,Hot & Crispy Sweets Nest,Mumbai,Chinese,Restaurant,<=15,True,15.0
REST03676,Namma Grill Bhojanalay,Hyderabad,Desserts,Restaurant,>40,True,45.0
REST12992,Flavours Of Paratha Stop,Delhi,South Indian,Restaurant,26-40,True,33.0
REST12075,Royal House Central,Hyderabad,Fast Food,Cloud Kitchen,16-25,True,20.5
REST03990,Tandoori Paratha Stop,Hyderabad,Desserts,Restaurant,>40,False,45.0
REST09849,Grand Mess Cafe,Delhi,Pizza,Restaurant,16-25,True,20.5
REST05606,Delhi Kitchen Corner,Bengaluru,Chinese,Cloud Kitchen,16-25,True,20.5
REST13903,Madras Curry Stop,Hyderabad,South Indian,Restaurant,>40,True,45.0
REST18653,Thindi Mane Pizza Heaven,Pune,North Indian,Restaurant,26-40,False,33.0
REST18139,Tandoori Sweets Nest,Kolkata,South Indian,Cloud Kitchen,16-25,True,20.5
REST06004,Annapurna Darshini Cafe,Chennai,Chinese,Restaurant,<=15,True,15.0
REST04120,Grand Darshini Central,Bengaluru,Chinese,Restaurant,16-25,True,20.5
REST01093,Punjabi Darshini Delight,Kolkata,North Indian,Cloud Kitchen,26-40,True,33.0
REST15556,Annapurna Tandoor Clouds,Mumbai,Chinese,Restaurant,<=15,True,15.0
REST15130,Flavours Of Wraps Heaven,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST04633,Namma Express Adda,Delhi,Fast Food,Cloud Kitchen,16-25,True,20.5
REST14894,Royal Delights Heaven,Bengaluru,Chinese,Cloud Kitchen,16-25,True,20.5
REST08496,Namma Wraps Darbar,Ahmedabad,Desserts,Cloud Kitchen,26-40,True,33.0
REST05711,Annapurna House Clouds,Ahmedabad,North Indian,Restaurant,<=15,True,15.0
REST16099,Kolkata Express Cafe,Delhi,North Indian,Cloud Kitchen,>40,True,45.0
REST12013,Flavours Of Kitchen Hub,Hyderabad,Chinese,Cloud Kitchen,26-40,True,33.0
REST13143,Urban Wraps Central,Bengaluru,Biryani,Restaurant,26-40,True,33.0
REST11232,Punjabi Biryani Adda,Hyderabad,Fast Food,Restaurant,16-25,True,20.5
REST13528,Spicy Thali Zone,Bengaluru,South Indian,Cloud Kitchen,<=15,True,15.0
REST02195,Grand Darshini Delight,Bengaluru,Pizza,Restaurant,>40,True,45.0
REST04522,Royal Wraps Bhojanalay,Bengaluru,Fast Food,Restaurant,<=15,False,15.0
REST11975,Urban Pizza Central,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST18896,Namma Biryani Central,Hyderabad,South Indian,Restaurant,<=15,True,15.0
REST06066,Fresh Cafe Delight,Hyderabad,Pizza,Restaurant,>40,True,45.0
REST05727,Thindi Mane Pizza Palace,Mumbai,North Indian,Restaurant,<=15,True,15.0
REST13057,Thindi Mane Curry Corner,Pune,South Indian,Restaurant,16-25,True,20.5
REST13645,Thindi Mane Kitchen Bhojanalay,Bengaluru,Fast Food,Cloud Kitchen,16-25,True,20.5
REST11433,Spicy Express Stop,Delhi,Desserts,Restaurant,16-25,True,20.5
REST14186,Madras Kitchen Zone,Bengaluru,Chinese,Restaurant,<=15,True,15.0
REST16183,Namma Delights Hub,Mumbai,Biryani,Cloud Kitchen,<=15,True,15.0
REST09380,Madras Kitchen Hub,Chennai,South Indian,Restaurant,16-25,True,20.5
REST18614,Fresh Express Corner,Pune,Biryani,Cloud Kitchen,16-25,True,20.5
REST15382,Bombay Cafe Bhojanalay,Delhi,South Indian,Restaurant,>40,False,45.0
REST12027,Royal Kitchen Hub,Bengaluru,Fast Food,Restaurant,26-40,True,33.0
REST13565,Taste Of Darshini Corner,Pune,South Indian,Restaurant,<=15,True,15.0
REST11579,Flavours Of Express Delight,Pune,Pizza,Restaurant,26-40,True,33.0
REST02498,Punjabi Express Bhojanalay,Bengaluru,Desserts,Restaurant,16-25,True,20.5
REST17075,Urban House Adda,Hyderabad,Pizza,Restaurant,16-25,True,20.5
REST01058,Taste Of Delights Darbar,Mumbai,South Indian,Cloud Kitchen,16-25,True,20.5
REST00497,Madras Express Darbar,Pune,Biryani,Restaurant,16-25,True,20.5
REST06796,Tandoori Paratha Central,Hyderabad,Pizza,Restaurant,26-40,True,33.0
REST03956,Madras Grill Darbar,Delhi,Biryani,Cloud Kitchen,26-40,True,33.0
REST03057,Tandoori House Nest,Kolkata,Pizza,Restaurant,>40,True,45.0
REST10149,Namma Kitchen Central,Pune,Fast Food,Cloud Kitchen,16-25,True,20.5
REST17936,Thindi Mane Express Palace,Kolkata,North Indian,Restaurant,16-25,False,20.5
REST17462,Classic Delights Bhojanalay,Hyderabad,North Indian,Restaurant,16-25,True,20.5
REST11068,Taste Of Mess Darbar,Hyderabad,South Indian,Cloud Kitchen,16-25,True,20.5
REST12709,Kolkata Wraps Zone,Chennai,Pizza,Restaurant,26-40,True,33.0
REST09074,Annapurna House Bhojanalay,Mumbai,North Indian,Cloud Kitchen,16-25,True,20.5
REST15327,Hot & Crispy Biryani Point,Chennai,Pizza,Restaurant,<=15,True,15.0
REST07209,Fresh House Palace,Kolkata,Biryani,Cloud Kitchen,16-25,True,20.5
REST18448,Fresh Tandoor Palace,Bengaluru,Chinese,Restaurant,16-25,True,20.5
REST04113,Tandoori Sweets Zone,Bengaluru,South Indian,Restaurant,16-25,True,20.5
REST17325,Annapurna Darshini Clouds,Pune,North Indian,Restaurant,26-40,True,33.0
REST09511,Delhi Kitchen Nest,Bengaluru,Healthy,Restaurant,<=15,True,15.0
REST02866,Urban House Adda,Bengaluru,Biryani,Restaurant,16-25,True,20.5
REST16854,Urban Cafe Mahal,Mumbai,North Indian,Restaurant,>40,True,45.0
REST02248,Thindi Mane Grill Stop,Ahmedabad,South Indian,Cloud Kitchen,16-25,True,20.5
REST19043,Urban Kitchen Bhojanalay,Delhi,Healthy,Restaurant,<=15,True,15.0
REST06429,Hot & Crispy Grill Darbar,Mumbai,Pizza,Cloud Kitchen,26-40,True,33.0
REST02925,Flavours Of Wraps Darbar,Bengaluru,Fast Food,Restaurant,16-25,True,20.5
REST03770,Grand Cafe Nest,Delhi,Chinese,Restaurant,16-25,True,20.5
REST02395,Sri Thali Hub,Bengaluru,Pizza,Restaurant,16-25,True,20.5
REST11175,Tandoori Kitchen Heaven,Delhi,South Indian,Restaurant,26-40,True,33.0
REST12248,Madras Mess Nest,Delhi,Pizza,Cloud Kitchen,16-25,True,20.5
REST05049,Annapurna Grill Mahal,Ahmedabad,Biryani,Restaurant,16-25,True,20.5
REST18386,Hot & Crispy Paratha Cafe,Mumbai,Chinese,Restaurant,>40,True,45.0
REST08956,Thindi Mane Wraps Corner,Mumbai,Healthy,Cloud Kitchen,<=15,True,15.0
REST02301,Royal Wraps Zone,Mumbai,South Indian,Restaurant,26-40,False,33.0
REST13566,Fresh Grill Cafe,Hyderabad,Healthy,Restaurant,16-25,True,20.5
REST09338,Hot & Crispy Express Nest,Chennai,North Indian,Restaurant,<=15,True,15.0
REST11816,Hot & Crispy Mess Delight,Bengaluru,North Indian,Restaurant,<=15,True,15.0
REST15667,Urban Thali Bhojanalay,Chennai,Biryani,Cloud Kitchen,16-25,True,20.5
REST18031,Annapurna Tandoor Stop,Mumbai,Healthy,Restaurant,<=15,True,15.0
REST05917,Tandoori Darshini Cafe,Pune,South Indian,Cloud Kitchen,<=15,True,15.0
REST13271,Namma Darshini Central,Hyderabad,Pizza,Restaurant,26-40,True,33.0
REST03872,Grand Wraps Cafe,Ahmedabad,Fast Food,Restaurant,16-25,True,20.5
REST15801,Urban Delights Hub,Bengaluru,Chinese,Cloud Kitchen,16-25,True,20.5
REST16028,Tandoori Sweets Clouds,Bengaluru,Healthy,Cloud Kitchen,<=15,True,15.0
REST04004,Thindi Mane Curry Nest,Mumbai,Chinese,Restaurant,26-40,True,33.0
REST09269,Spicy Express Darbar,Hyderabad,Pizza,Restaurant,16-25,True,20.5
REST09165,Grand Tandoor Corner,Bengaluru,Biryani,Restaurant,16-25,True,20.5
REST06187,Urban Paratha Cafe,Bengaluru,Desserts,Cloud Kitchen,<=15,True,15.0
REST15166,Punjabi Grill Central,Bengaluru,Healthy,Cloud Kitchen,>40,True,45.0
REST11281,Urban Delights Delight,Kolkata,Biryani,Restaurant,16-25,True,20.5
REST17029,Grand Thali Adda,Kolkata,South Indian,Cloud Kitchen,16-25,True,20.5
REST07324,Classic Mess Darbar,Kolkata,Fast Food,Restaurant,16-25,True,20.5
REST03013,Delhi Wraps Cafe,Kolkata,Chinese,Cloud Kitchen,16-25,True,20.5
REST08226,Thindi Mane House Darbar,Kolkata,Chinese,Restaurant,<=15,True,15.0
REST18040,Fresh Pizza Palace,Bengaluru,Healthy,Restaurant,16-25,True,20.5
REST05978,Tandoori Pizza Corner,Mumbai,North Indian,Restaurant,<=15,True,15.0
REST10582,Classic Biryani Mahal,Mumbai,North Indian,Cloud Kitchen,16-25,True,20.5
REST18778,Thindi Mane Pizza Nest,Delhi,South Indian,Cloud Kitchen,16-25,True,20.5
REST17440,Thindi Mane Wraps Clouds,Hyderabad,Biryani,Cloud Kitchen,26-40,True,33.0
REST01922,Thindi Mane Thali Central,Delhi,Biryani,Cloud Kitchen,16-25,True,20.5
REST12619,Grand Thali Stop,Kolkata,North Indian,Cloud Kitchen,26-40,True,33.0
REST16439,Namma Pizza Hub,Ahmedabad,North Indian,Restaurant,26-40,True,33.0
REST11222,Classic Kitchen Hub,Chennai,Biryani,Restaurant,<=15,True,15.0
REST07409,Sri Tandoor Darbar,Pune,South Indian,Restaurant,26-40,True,33.0
REST09483,Namma Biryani Palace,Mumbai,Pizza,Restaurant,<=15,True,15.0
REST02778,Grand Wraps Zone,Delhi,Desserts,Restaurant,26-40,False,33.0
REST09882,Hot & Crispy Biryani Heaven,Bengaluru,South Indian,Restaurant,>40,False,45.0
REST10689,Urban Kitchen Palace,Hyderabad,South Indian,Cloud Kitchen,<=15,True,15.0
REST17707,Namma Express Mahal,Delhi,Chinese,Restaurant,16-25,False,20.5
REST00729,Urban Wraps Zone,Bengaluru,Pizza,Restaurant,<=15,True,15.0
REST04036,Delhi Biryani Darbar,Ahmedabad,South Indian,Restaurant,<=15,True,15.0
REST14561,Madras Pizza Adda,Bengaluru,Fast Food,Cloud Kitchen,26-40,True,33.0
REST10599,Flavours Of Delights Bhojanalay,Chennai,South Indian,Restaurant,16-25,True,20.5
REST19998,Madras Biryani Mahal,Pune,Chinese,Restaurant,26-40,False,33.0
REST12384,Royal Curry Central,Hyderabad,South Indian,Restaurant,<=15,True,15.0
REST12432,Tandoori Mess Central,Delhi,Fast Food,Restaurant,16-25,True,20.5
REST06651,Royal Delights Mahal,Kolkata,Chinese,Restaurant,26-40,True,33.0
REST17726,Thindi Mane Mess Bhojanalay,Mumbai,North Indian,Restaurant,26-40,True,33.0
REST19378,Punjabi Tandoor Delight,Bengaluru,North Indian,Restaurant,>40,True,45.0
REST12076,Flavours Of Paratha Nest,Bengaluru,Healthy,Restaurant,<=15,True,15.0
REST16872,Sri Curry Heaven,Delhi,Biryani,Restaurant,26-40,True,33.0
REST14837,Thindi Mane Wraps Cafe,Bengaluru,South Indian,Restaurant,<=15,True,15.0
REST06158,Classic Biryani Bhojanalay,Ahmedabad,Fast Food,Restaurant,<=15,True,15.0
REST15456,Urban Grill Darbar,Kolkata,Biryani,Restaurant,<=15,True,15.0
REST13464,Hot & Crispy Express Mahal,Chennai,South Indian,Restaurant,16-25,True,20.5
REST17546,Taste Of Mess Adda,Kolkata,Chinese,Restaurant,<=15,True,15.0
REST08862,Hot & Crispy Wraps Nest,Mumbai,Desserts,Cloud Kitchen,<=15,True,15.0
REST05989,Sri House Point,Bengaluru,Chinese,Cloud Kitchen,<=15,True,15.0
REST16110,Namma Darshini Corner,Hyderabad,Chinese,Cloud Kitchen,<=15,True,15.0
REST06915,Namma Biryani Nest,Bengaluru,South Indian,Restaurant,26-40,True,33.0
REST07728,Fresh Express Adda,Bengaluru,Pizza,Restaurant,26-40,True,33.0
REST12582,Namma Wraps Cafe,Mumbai,North Indian,Cloud Kitchen,>40,True,45.0
REST10480,Punjabi Mess Corner,Pune,Chinese,Cloud Kitchen,26-40,True,33.0
REST00189,Bombay Darshini Zone,Bengaluru,Chinese,Restaurant,16-25,True,20.5
REST11253,Delhi House Cafe,Chennai,South Indian,Restaurant,>40,True,45.0
REST15477,Taste Of Paratha Point,Mumbai,South Indian,Restaurant,16-25,True,20.5
REST17058,Tandoori Sweets Zone,Bengaluru,Biryani,Restaurant,26-40,True,33.0
REST18639,Tandoori Express Corner,Kolkata,Chinese,Cloud Kitchen,>40,True,45.0
REST11958,Bombay Grill Delight,Chennai,North Indian,Restaurant,>40,True,45.0
REST05861,Punjabi Pizza Heaven,Bengaluru,South Indian,Restaurant,16-25,True,20.5
REST02028,Thindi Mane Grill Darbar,Bengaluru,Biryani,Cloud Kitchen,>40,False,45.0
REST00715,Urban Grill Cafe,Bengaluru,Biryani,Restaurant,16-25,True,20.5
REST09329,Tandoori Wraps Darbar,Bengaluru,North Indian,Restaurant,16-25,True,20.5
REST07231,Spicy Biryani Darbar,Bengaluru,Biryani,Cloud Kitchen,26-40,True,33.0
REST08650,Classic Thali Cafe,Hyderabad,Fast Food,Restaurant,16-25,True,20.5
REST00222,Punjabi Paratha Bhojanalay,Mumbai,Chinese,Restaurant,>40,True,45.0
REST11931,Spicy Biryani Point,Kolkata,Chinese,Cloud Kitchen,16-25,True,20.5
REST09467,Namma Biryani Central,Bengaluru,Biryani,Cloud Kitchen,16-25,True,20.5
REST03922,Taste Of Delights Heaven,Chennai,South Indian,Restaurant,<=15,True,15.0
REST12312,Madras Delights Darbar,Mumbai,South Indian,Restaurant,>40,True,45.0
REST04403,Spicy Paratha Bhojanalay,Chennai,Healthy,Restaurant,<=15,True,15.0
REST06721,Grand Darshini Cafe,Mumbai,North Indian,Cloud Kitchen,<=15,True,15.0
REST07704,Urban Wraps Bhojanalay,Bengaluru,North Indian,Cloud Kitchen,26-40,False,33.0
REST04000,Bombay Darshini Bhojanalay,Bengaluru,South Indian,Restaurant,16-25,True,20.5
REST11005,Namma Thali Adda,Bengaluru,South Indian,Restaurant,26-40,False,33.0
REST11240,Bombay Cafe Nest,Bengaluru,North Indian,Restaurant,>40,False,45.0
REST13485,Urban Mess Clouds,Pune,South Indian,Restaurant,>40,True,45.0
REST01034,Royal Curry Mahal,Delhi,Biryani,Cloud Kitchen,>40,True,45.0
REST08295,Flavours Of Darshini Palace,Delhi,Fast Food,Restaurant,16-25,False,20.5
REST13553,Fresh Curry Hub,Pune,Healthy,Restaurant,<=15,True,15.0
REST18887,Fresh Kitchen Zone,Mumbai,Desserts,Restaurant,16-25,True,20.5
REST19999,Kolkata Thali Clouds,Chennai,North Indian,Cloud Kitchen,16-25,True,20.5
REST19257,Grand Darshini Palace,Bengaluru,Pizza,Restaurant,16-25,True,20.5
REST04468,Flavours Of Sweets Central,Hyderabad,Desserts,Restaurant,16-25,True,20.5
REST10251,Urban Sweets Hub,Delhi,Biryani,Restaurant,16-25,True,20.5
REST13672,Delhi Delights Hub,Delhi,Biryani,Restaurant,16-25,True,20.5
